nxHelBake1.g17517.t1	GO:0016274,GO:0018216
nxHelBake1.g17748.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g2501.t1	
nxHelBake1.g2107.t1	GO:0003824,GO:0051377,GO:0006506
nxHelBake1.g19012.t1	
nxHelBake1.g4206.t1	GO:0006366
nxHelBake1.g18305.t1	
nxHelBake1.g15906.t1	
nxHelBake1.g4993.t1	GONADOTROPIN-RELEASING HORMONE RECEPTOR (GNRHR) RELATED,GO:0005000,GO:0016021,GO:0004930,GO:0007186
nxHelBake1.g6462.t1	GO:0003723,GO:0003676
nxHelBake1.g18531.t2	GO:0030286,GO:0007017
nxHelBake1.g9293.t1	
nxHelBake1.g5759.t1	GO:0016491,GO:0016616
nxHelBake1.g3251.t1	GO:0007606,GO:0016021
nxHelBake1.g17402.t1	
nxHelBake1.g15901.t1	GO:0006367,GO:0005672
nxHelBake1.g4109.t1	GO:0045182,GO:0003730,GO:0003723,GO:0006417,GO:0003676
nxHelBake1.g12209.t1	
nxHelBake1.g799.t1	
nxHelBake1.g14610.t1	GO:0005515,GO:0030695
nxHelBake1.g17107.t1	
nxHelBake1.g14476.t1	
nxHelBake1.g12098.t1	GO:0004672,GO:0006468
nxHelBake1.g8338.t1	
nxHelBake1.g4374.t1	GO:0009986
nxHelBake1.g5949.t1	GO:0005509,GO:0017110
nxHelBake1.g4955.t1	GO:0032039,GO:0016180
nxHelBake1.g15913.t1	
nxHelBake1.g11861.t1	
nxHelBake1.g4023.t1	
nxHelBake1.g3067.t1	GO:0003746,GO:0006414
nxHelBake1.g2466.t2	
nxHelBake1.g12078.t2	
nxHelBake1.g12308.t1	
nxHelBake1.g15165.t1	GO:0016627,GO:0050660
nxHelBake1.g4526.t1	
nxHelBake1.g11885.t1	GO:0005509
nxHelBake1.g15160.t1	GO:0005524,GO:0019205,GO:0006139
nxHelBake1.g15642.t1	GO:0016491
nxHelBake1.g11604.t1	
nxHelBake1.g4658.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g17246.t1	
nxHelBake1.g5190.t1	
nxHelBake1.g9052.t1	GO:0006355,GO:0003700,GO:0004879,GO:0003677,GO:0008270,GO:0043565
nxHelBake1.g11142.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g4444.t1	GO:0006351,GO:0006352,GO:0003899
nxHelBake1.g15671.t1	GO:0003723,GO:0003676
nxHelBake1.g9117.t1	
nxHelBake1.g13063.t1	
nxHelBake1.g317.t1	
nxHelBake1.g18418.t1	GO:0004842,GO:0061630,GO:0000209
nxHelBake1.g3317.t1	
nxHelBake1.g11819.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g15093.t1	
nxHelBake1.g4452.t1	
nxHelBake1.g4619.t1	GO:0004476,GO:0009298,GO:0008270,GO:0005975
nxHelBake1.g1451.t1	GO:0042981,GO:0006915,GO:0006508,GO:0004197,GO:0008234
nxHelBake1.g1156.t1	
nxHelBake1.g2489.t1	
nxHelBake1.g5264.t1	GO:0005515
nxHelBake1.g5318.t1	
nxHelBake1.g11630.t2	
nxHelBake1.g9530.t1	GO:0016887,GO:0016021,GO:0016020,GO:0005524,GO:0070588,GO:0005388,GO:0005215,GO:0000166
nxHelBake1.g18344.t1	
nxHelBake1.g19097.t1	
nxHelBake1.g15081.t1	
nxHelBake1.g2460.t1	
nxHelBake1.g2410.t1	
nxHelBake1.g2440.t1	
nxHelBake1.g2462.t1	
nxHelBake1.g2467.t1	
nxHelBake1.g2472.t1	
nxHelBake1.g2407.t1	
nxHelBake1.g2438.t1	
nxHelBake1.g2453.t1	
nxHelBake1.g2404.t1	
nxHelBake1.g2436.t1	
nxHelBake1.g10253.t1	GO:0042302
nxHelBake1.g5468.t1	
nxHelBake1.g10496.t1	GO:0006508,GO:0008270,GO:0004222,GO:0008237
nxHelBake1.g10248.t1	GO:0046983
nxHelBake1.g16526.t1	GO:0003725
nxHelBake1.g11555.t1	GO:0006891,GO:0017119
nxHelBake1.g15755.t1	GO:0003677
nxHelBake1.g15790.t1	
nxHelBake1.g12053.t2	GO:0007165,GO:0005525,GO:0003924,GO:0007186,GO:0007188,GO:0019001,GO:0031683
nxHelBake1.g7856.t4	
nxHelBake1.g14012.t1	GO:0005515
nxHelBake1.g176.t1	
nxHelBake1.g16331.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g17503.t1	
nxHelBake1.g13882.t1	
nxHelBake1.g15685.t1	GO:0003677,GO:0008270
nxHelBake1.g7197.t1	
nxHelBake1.g16799.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g15454.t1	GO:0019825,GO:0020037
nxHelBake1.g8800.t1	GO:0016746
nxHelBake1.g17364.t1	GO:0005515,GO:0007165
nxHelBake1.g9091.t1	GO:0009922,GO:0016021
nxHelBake1.g7474.t1	GO:0055085,GO:0008324,GO:0006812,GO:0016021
nxHelBake1.g1416.t1	
nxHelBake1.g5069.t1	
nxHelBake1.g16570.t1	
nxHelBake1.g17777.t1	
nxHelBake1.g1790.t1	GO:0003723,GO:0003676
nxHelBake1.g2945.t1	GO:0016491
nxHelBake1.g18022.t1	
nxHelBake1.g9843.t1	
nxHelBake1.g17135.t1	
nxHelBake1.g7088.t1	
nxHelBake1.g10988.t1	GO:0005956,GO:0019887
nxHelBake1.g16261.t1	GO:0050660,GO:0008609,GO:0016491,GO:0008610,GO:0003824
nxHelBake1.g6325.t1	GO:0008080
nxHelBake1.g6512.t1	GO:0006629
nxHelBake1.g3819.t2	
nxHelBake1.g4216.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g17656.t1	GO:0016746
nxHelBake1.g11077.t1	GO:0006508,GO:0004181,GO:0008270
nxHelBake1.g12003.t1	
nxHelBake1.g4197.t2	GO:0034597,GO:0046856
nxHelBake1.g11152.t1	
nxHelBake1.g3133.t1	
nxHelBake1.g7590.t3	
nxHelBake1.g2263.t1	GO:0006396,GO:0000387
nxHelBake1.g1273.t1	GO:0003677
nxHelBake1.g14322.t1	
nxHelBake1.g14325.t1	
nxHelBake1.g13408.t1	
nxHelBake1.g2727.t1	
nxHelBake1.g18720.t1	GO:0046982,GO:0006352
nxHelBake1.g264.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g6254.t1	
nxHelBake1.g1769.t1	
nxHelBake1.g7348.t1	
nxHelBake1.g16998.t2	GO:0004609,GO:0008654
nxHelBake1.g11685.t12	
nxHelBake1.g6655.t1	GO:0000439,GO:0006351,GO:0006289
nxHelBake1.g7035.t1	
nxHelBake1.g8693.t2	GO:0019239
nxHelBake1.g3205.t1	GO:0006355,GO:0030015
nxHelBake1.g17617.t2	GO:0016887,GO:0032300,GO:0006298,GO:0030983,GO:0005524
nxHelBake1.g7311.t1	
nxHelBake1.g16316.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g17989.t1	GO:0008168,GO:0003723,GO:0003676
nxHelBake1.g11482.t3	GO:0005515
nxHelBake1.g6635.t1	
nxHelBake1.g6658.t1	GO:0009890
nxHelBake1.g1037.t1	
nxHelBake1.g10770.t1	GO:0006259,GO:0004531
nxHelBake1.g5211.t1	
nxHelBake1.g10008.t1	GO:0089701,GO:0003723,GO:0000398,GO:0003676,GO:0046872
nxHelBake1.g10815.t1	GO:0005515,GO:0071985
nxHelBake1.g8059.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g1481.t1	
nxHelBake1.g11862.t1	GO:0005515
nxHelBake1.g15965.t3	GOLD domain superfamily,GOLD domain
nxHelBake1.g12047.t1	GO:0008324,GO:0005385,GO:0006812,GO:0006829,GO:0055085,GO:0016021,GO:0006882
nxHelBake1.g11426.t1	GO:0016021
nxHelBake1.g9734.t1	
nxHelBake1.g5756.t1	GO:0008289
nxHelBake1.g10928.t1	
nxHelBake1.g12637.t3	GO:0032012,GO:0005085
nxHelBake1.g10666.t1	GO:0035368
nxHelBake1.g11839.t1	
nxHelBake1.g9625.t1	
nxHelBake1.g3524.t2	GO:0005515
nxHelBake1.g14855.t1	GO:0005975,GO:0008061
nxHelBake1.g6823.t1	
nxHelBake1.g6778.t1	
nxHelBake1.g17951.t1	
nxHelBake1.g11602.t2	
nxHelBake1.g15491.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g7893.t1	GO:0005524,GO:0016887
nxHelBake1.g10659.t1	GO:0042302
nxHelBake1.g15526.t1	
nxHelBake1.g738.t6	
nxHelBake1.g10361.t1	
nxHelBake1.g2233.t1	
nxHelBake1.g1485.t2	GO:0003723,GO:0003676
nxHelBake1.g2946.t1	
nxHelBake1.g11557.t1	GO:0006891,GO:0017119
nxHelBake1.g18219.t2	
nxHelBake1.g10519.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g13207.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g14595.t1	
nxHelBake1.g611.t1	
nxHelBake1.g18216.t1	GO:0003677,GO:0006352
nxHelBake1.g3921.t1	GO:0071949
nxHelBake1.g13491.t1	GO:0005509,GO:0017110,GO:0005515
nxHelBake1.g6159.t1	
nxHelBake1.g15115.t1	
nxHelBake1.g11099.t1	
nxHelBake1.g16605.t1	GO:0005515
nxHelBake1.g12339.t1	
nxHelBake1.g8875.t1	GO:0008061,GO:0005576
nxHelBake1.g6154.t1	
nxHelBake1.g16719.t1	GO:0007023
nxHelBake1.g12107.t1	
nxHelBake1.g11105.t1	
nxHelBake1.g6577.t1	
nxHelBake1.g10613.t1	
nxHelBake1.g7342.t1	GO:0005846,GO:0045292,GO:0000339,GO:0003723,GO:0003676
nxHelBake1.g4902.t1	
nxHelBake1.g985.t1	GO:0008289
nxHelBake1.g1047.t1	GO:0042302
nxHelBake1.g14592.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g4792.t1	
nxHelBake1.g14011.t1	
nxHelBake1.g8655.t1	
nxHelBake1.g8480.t1	
nxHelBake1.g2895.t1	GO:0003676,GO:0006388,GO:0000213
nxHelBake1.g1994.t1	GO:0007606,GO:0016020,GO:0004888
nxHelBake1.g14863.t1	GO:0005515,GO:0006887,GO:0031267,GO:0016020
nxHelBake1.g2583.t1	
nxHelBake1.g10773.t1	GO:0008569,GO:0005524,GO:0030286,GO:0007018
nxHelBake1.g1794.t1	
nxHelBake1.g15413.t1	GO:0016020,GO:0006813
nxHelBake1.g14984.t1	
nxHelBake1.g12109.t1	
nxHelBake1.g12789.t1	
nxHelBake1.g10212.t2	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g10316.t1	GO:0000463,GO:0022625,GO:0003735
nxHelBake1.g17998.t1	GO:0003677
nxHelBake1.g1604.t3	GO:0005515
nxHelBake1.g7074.t1	
nxHelBake1.g5543.t1	GO:0006508,GO:0016020,GO:0004222,GO:0007155
nxHelBake1.g17480.t1	GO:0055085
nxHelBake1.g10259.t1	
nxHelBake1.g8042.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g2904.t1	GO:0005515,GO:0006396,GO:0000398
nxHelBake1.g12513.t1	GO:0003714
nxHelBake1.g2521.t1	
nxHelBake1.g18988.t1	
nxHelBake1.g2241.t1	
nxHelBake1.g13186.t1	
nxHelBake1.g5492.t1	
nxHelBake1.g7411.t2	
nxHelBake1.g7502.t1	
nxHelBake1.g8425.t1	GO:0003824,GO:0030170,GO:0030151
nxHelBake1.g7994.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g5088.t1	GO:0008556,GO:0016887,GO:0016021,GO:0005524,GO:0006813,GO:0005215,GO:0000166
nxHelBake1.g5773.t1	
nxHelBake1.g15218.t1	
nxHelBake1.g15603.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g18588.t1	GO:0043001,GO:0007030
nxHelBake1.g2908.t3	GO:0005765
nxHelBake1.g11907.t1	GO:0003723,GO:0003676
nxHelBake1.g1222.t1	GO:0031929,GO:0031932
nxHelBake1.g11407.t1	GO:0035267,GO:0005634,GO:0043967,GO:0006281,GO:0006338,GO:0043968,GO:0045892
nxHelBake1.g11347.t2	GO:0015914,GO:0016887,GO:0016021,GO:0005524,GO:0140326,GO:0000287,GO:0005215,GO:0000166
nxHelBake1.g3219.t1	
nxHelBake1.g11308.t1	
nxHelBake1.g13536.t1	GO:0005509,GO:0017110
nxHelBake1.g1008.t1	
nxHelBake1.g12940.t1	GO:0016787,GO:0070006
nxHelBake1.g6856.t1	
nxHelBake1.g7266.t1	
nxHelBake1.g656.t1	
nxHelBake1.g18740.t1	GO:0006486,GO:0016020,GO:0016758
nxHelBake1.g11930.t3	GO:0016791,GO:0006470,GO:0004722
nxHelBake1.g9774.t1	GO:0006281,GO:0005515,GO:0005634,GO:0003676
nxHelBake1.g3188.t1	GOLD domain superfamily,GOLD domain
nxHelBake1.g8107.t1	GO:0003824
nxHelBake1.g5672.t1	GO:0003700
nxHelBake1.g277.t2	GO:0030176,GO:2001256
nxHelBake1.g5307.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g3784.t1	GO:0005525,GO:0003924
nxHelBake1.g890.t1	GO:0000139,GO:0006506,GO:0016757
nxHelBake1.g2400.t1	
nxHelBake1.g2406.t1	
nxHelBake1.g2409.t1	
nxHelBake1.g2403.t1	
nxHelBake1.g6258.t1	
nxHelBake1.g10814.t1	
nxHelBake1.g11400.t1	
nxHelBake1.g7384.t1	
nxHelBake1.g3206.t1	GO:0008270
nxHelBake1.g8017.t1	
nxHelBake1.g18077.t1	GO:0016020,GO:0008021,GO:0006887,GO:0031267
nxHelBake1.g7816.t1	GO:0016972,GO:0016971
nxHelBake1.g5574.t1	
nxHelBake1.g10375.t1	
nxHelBake1.g11657.t1	
nxHelBake1.g15792.t1	
nxHelBake1.g13557.t1	GO:0004674,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g2723.t1	
nxHelBake1.g12829.t1	GO:0003824,GO:0016791,GO:0007165,GO:0046856
nxHelBake1.g4184.t1	GO:0004672,GO:0006468,GO:0004713,GO:0006182,GO:0004383
nxHelBake1.g13807.t1	GO:0005737,GO:0046872,GO:0019509
nxHelBake1.g4195.t1	GO:0005737,GO:0042325
nxHelBake1.g8652.t1	
nxHelBake1.g15305.t1	
nxHelBake1.g7631.t1	GO:0050113,GO:0005737,GO:0019310,GO:0005506
nxHelBake1.g5095.t1	
nxHelBake1.g12027.t1	GO:0003677,GO:0006325
nxHelBake1.g7650.t1	GO:0003824,GO:0006520,GO:0016829
nxHelBake1.g13671.t1	
nxHelBake1.g8345.t1	GO:0006979,GO:0004602
nxHelBake1.g13880.t1	GO:0042147
nxHelBake1.g7050.t1	GO:0051560
nxHelBake1.g7778.t4	GON-4-LIKE PROTEIN
nxHelBake1.g9506.t1	GO:0006666,GO:0016491,GO:0047560,GO:0030148
nxHelBake1.g13727.t1	GO:0016021
nxHelBake1.g6262.t2	GO:0006508,GO:0004177,GO:0008270
nxHelBake1.g17134.t1	GO:0006508,GO:0008270,GO:0004222,GO:0008237
nxHelBake1.g4284.t1	GO:0019825,GO:0015671,GO:0005506,GO:0020037
nxHelBake1.g14482.t1	
nxHelBake1.g14486.t1	
nxHelBake1.g8598.t1	
nxHelBake1.g15273.t1	GO:0004672,GO:0006468,GO:0004703,GO:0005524,GO:0007165,GO:0004674
nxHelBake1.g6209.t1	
nxHelBake1.g1220.t1	
nxHelBake1.g11419.t1	
nxHelBake1.g8009.t1	GO:0055085,GO:0016020,GO:0030001,GO:0046873
nxHelBake1.g114.t1	
nxHelBake1.g10614.t1	
nxHelBake1.g13561.t1	
nxHelBake1.g15460.t1	
nxHelBake1.g1632.t1	GO:0005525,GO:0003924,GO:0007017,GO:0005874,GO:0005200
nxHelBake1.g2277.t1	GO:0016491
nxHelBake1.g9477.t2	
nxHelBake1.g13612.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5016.t1	GO:0005515
nxHelBake1.g8505.t1	
nxHelBake1.g7471.t1	GO:0003677
nxHelBake1.g9717.t1	
nxHelBake1.g11124.t1	
nxHelBake1.g5454.t1	
nxHelBake1.g4189.t1	GO:0005515
nxHelBake1.g17896.t1	
nxHelBake1.g16391.t1	GO:0016192,GO:0016020
nxHelBake1.g3917.t1	
nxHelBake1.g7704.t1	
nxHelBake1.g14066.t1	GO:0005515
nxHelBake1.g3063.t1	GO:0008093,GO:0070840
nxHelBake1.g18555.t1	
nxHelBake1.g1516.t1	
nxHelBake1.g1514.t1	GO:0016829,GO:0004139,GO:0005737,GO:0009264,GO:0003824
nxHelBake1.g11704.t1	
nxHelBake1.g9733.t1	GO:0016740,GO:0016783,GO:0008033
nxHelBake1.g11145.t1	GO:1990817
nxHelBake1.g5605.t1	
nxHelBake1.g3079.t1	GOLD domain
nxHelBake1.g15242.t2	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g7573.t2	GO:0005515
nxHelBake1.g2568.t1	
nxHelBake1.g13812.t1	GO:0005525,GO:0003924
nxHelBake1.g11041.t1	
nxHelBake1.g9498.t1	
nxHelBake1.g6765.t1	GO:0007606,GO:0004888,GO:0016021
nxHelBake1.g4.t1	GO:0016021
nxHelBake1.g5489.t1	GO:0004521
nxHelBake1.g1852.t1	
nxHelBake1.g18298.t1	GO:0005254
nxHelBake1.g1211.t1	
nxHelBake1.g11659.t1	GO:0030246
nxHelBake1.g9347.t1	
nxHelBake1.g3259.t1	
nxHelBake1.g9203.t1	
nxHelBake1.g10176.t1	
nxHelBake1.g9593.t1	GO:0003723,GO:0006397,GO:0003676,GO:0005634
nxHelBake1.g11367.t1	GO:0003677,GO:0006355
nxHelBake1.g8031.t2	
nxHelBake1.g18341.t1	
nxHelBake1.g457.t1	GO:0005515,GO:0006749
nxHelBake1.g11634.t1	
nxHelBake1.g19049.t1	GO:0016575,GO:0004407
nxHelBake1.g3768.t1	
nxHelBake1.g14452.t1	
nxHelBake1.g653.t1	GO:0009986
nxHelBake1.g12825.t2	GO:0003723,GO:0006396,GO:0004000
nxHelBake1.g12901.t1	GO:0005975,GO:0008107,GO:0016020
nxHelBake1.g4548.t4	GO:0016788,GO:0006629
nxHelBake1.g9928.t1	
nxHelBake1.g2499.t1	
nxHelBake1.g16524.t1	GO:0001401
nxHelBake1.g15106.t1	
nxHelBake1.g4828.t1	GO:0005515
nxHelBake1.g1282.t4	GO:0004359,GO:0005515,GO:0006541
nxHelBake1.g16683.t1	
nxHelBake1.g2187.t1	
nxHelBake1.g4715.t1	
nxHelBake1.g14736.t1	
nxHelBake1.g12595.t1	
nxHelBake1.g17961.t1	GO:0005525,GO:0003924
nxHelBake1.g14422.t1	
nxHelBake1.g6491.t2	GO:0055085,GO:0016020,GO:0030001,GO:0046873
nxHelBake1.g2933.t1	
nxHelBake1.g2532.t1	
nxHelBake1.g10278.t1	
nxHelBake1.g10545.t1	GO:0005524,GO:0005536,GO:0005975,GO:0001678,GO:0004396,GO:0016773
nxHelBake1.g3310.t1	
nxHelBake1.g12723.t1	
nxHelBake1.g4001.t1	
nxHelBake1.g7322.t1	
nxHelBake1.g7958.t1	
nxHelBake1.g4177.t1	GO:0004867
nxHelBake1.g12379.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g10656.t1	
nxHelBake1.g8668.t1	
nxHelBake1.g9823.t2	GO:0008381,GO:0016021
nxHelBake1.g16990.t3	GO:0003824
nxHelBake1.g8085.t2	GO:0005525,GO:0003924,GO:0006886
nxHelBake1.g713.t1	
nxHelBake1.g5498.t1	
nxHelBake1.g13756.t1	
nxHelBake1.g12429.t1	GO:0007021,GO:0007023,GO:0048487
nxHelBake1.g1587.t1	
nxHelBake1.g14832.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g13139.t2	GO:0046982
nxHelBake1.g14864.t1	GO:0005509,GO:0004571,GO:1904382,GO:0016020,GO:0005975,GO:1904380
nxHelBake1.g2874.t1	
nxHelBake1.g12072.t1	
nxHelBake1.g1838.t1	GO:0015293,GO:0016021
nxHelBake1.g3240.t1	GO:0006508,GO:0004185
nxHelBake1.g5782.t1	
nxHelBake1.g18684.t3	
nxHelBake1.g6952.t1	
nxHelBake1.g19088.t1	GO:0008017,GO:0005516
nxHelBake1.g17563.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g403.t1	GO:0008324,GO:0006812
nxHelBake1.g18350.t1	GO:0004016,GO:0009190,GO:0005886,GO:0035556,GO:0006171
nxHelBake1.g10388.t1	GO:0042438,GO:0016716,GO:0005507,GO:0016491
nxHelBake1.g3711.t1	GO:0006207,GO:0016020,GO:0005737,GO:0016627,GO:0004152,GO:0003824
nxHelBake1.g11710.t1	
nxHelBake1.g2810.t1	
nxHelBake1.g4886.t1	GO:0003723
nxHelBake1.g11410.t2	
nxHelBake1.g6768.t2	GO:0007606,GO:0004888,GO:0016021
nxHelBake1.g6927.t1	
nxHelBake1.g14996.t1	
nxHelBake1.g411.t1	GO:0060964
nxHelBake1.g11688.t1	
nxHelBake1.g11938.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g17412.t1	GO:0006508,GO:0004177,GO:0008270
nxHelBake1.g2199.t2	GO:0004843,GO:0008270,GO:0016579
nxHelBake1.g16905.t1	
nxHelBake1.g10860.t1	
nxHelBake1.g11483.t1	GO:0002953
nxHelBake1.g3185.t2	
nxHelBake1.g4292.t1	GO:0005525,GO:0003924,GO:0007264
nxHelBake1.g4972.t1	
nxHelBake1.g18067.t2	
nxHelBake1.g1828.t1	GO:0006207,GO:0005524,GO:0004127,GO:0019205,GO:0006221,GO:0009041,GO:0006139
nxHelBake1.g1933.t1	GO:0004867
nxHelBake1.g11168.t1	GO:0016765
nxHelBake1.g1460.t2	GO:0003723,GO:0003676
nxHelBake1.g2958.t1	GO:0016567
nxHelBake1.g4583.t4	GO:0055085,GO:0016020,GO:0008076,GO:0006811,GO:0005216,GO:0051260,GO:0006813,GO:0005249
nxHelBake1.g17940.t1	
nxHelBake1.g941.t1	
nxHelBake1.g8578.t1	
nxHelBake1.g8575.t1	
nxHelBake1.g5864.t1	
nxHelBake1.g14334.t1	
nxHelBake1.g7572.t2	GO:0005254
nxHelBake1.g2031.t1	GO:0003676
nxHelBake1.g17551.t1	GO:0003723,GO:0003676,GO:0030619
nxHelBake1.g12896.t1	
nxHelBake1.g1355.t1	
nxHelBake1.g3299.t1	GO:0016620,GO:0016491,GO:0006081
nxHelBake1.g6626.t1	
nxHelBake1.g13148.t5	GO:0003824,GO:0016830,GO:0030170,GO:0019752
nxHelBake1.g9432.t1	GO:0007218
nxHelBake1.g12005.t1	
nxHelBake1.g14787.t1	GO:0051726,GO:0031151,GO:0034729
nxHelBake1.g7444.t1	GO:0033177,GO:1902600,GO:0015078,GO:0046961,GO:0033179
nxHelBake1.g2300.t1	
nxHelBake1.g2341.t1	
nxHelBake1.g2345.t1	
nxHelBake1.g3267.t1	
nxHelBake1.g12710.t1	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g15192.t1	
nxHelBake1.g2047.t1	
nxHelBake1.g9871.t1	GO:0005524,GO:0016887
nxHelBake1.g9129.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g18457.t1	GO:0005524,GO:0016887,GO:0051082,GO:0006457
nxHelBake1.g9185.t1	GO:0051180,GO:0016021,GO:0055085,GO:0005524,GO:0090482,GO:0140359
nxHelBake1.g6025.t1	GO:0016021
nxHelBake1.g10881.t1	
nxHelBake1.g2305.t2	
nxHelBake1.g11135.t1	GO:0005509
nxHelBake1.g12412.t1	
nxHelBake1.g15327.t1	
nxHelBake1.g16132.t1	GO:0005509,GO:0005544
nxHelBake1.g18347.t1	
nxHelBake1.g9851.t1	
nxHelBake1.g3521.t1	
nxHelBake1.g13184.t2	
nxHelBake1.g16297.t1	GO:0007165
nxHelBake1.g16721.t1	
nxHelBake1.g725.t1	
nxHelBake1.g11654.t2	
nxHelBake1.g1143.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g12114.t1	
nxHelBake1.g2934.t1	
nxHelBake1.g13943.t2	
nxHelBake1.g15788.t2	GO:0003723,GO:0003676
nxHelBake1.g8021.t2	GO:0051536,GO:0005506,GO:0016226
nxHelBake1.g18913.t1	GO:0009986
nxHelBake1.g14922.t1	GO:0008146,GO:0016021
nxHelBake1.g6701.t1	
nxHelBake1.g14027.t1	
nxHelBake1.g15007.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g2728.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g10156.t3	GO:0007165,GO:0005524,GO:0005515,GO:0003774,GO:0016459
nxHelBake1.g1835.t1	
nxHelBake1.g2633.t2	GO:0006470,GO:0004725
nxHelBake1.g15274.t1	
nxHelBake1.g2719.t1	GO:0046983
nxHelBake1.g11775.t1	GO:0003676,GO:0006139
nxHelBake1.g13244.t1	
nxHelBake1.g8473.t1	
nxHelBake1.g10711.t1	GO:0004672,GO:0016021,GO:0006468,GO:0009190,GO:0035556
nxHelBake1.g16129.t1	GO:0000381
nxHelBake1.g15285.t1	GO:0004555,GO:0005975,GO:0005991
nxHelBake1.g9551.t2	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g7665.t1	
nxHelBake1.g13754.t3	
nxHelBake1.g13365.t1	
nxHelBake1.g4816.t1	
nxHelBake1.g17090.t1	GO:0061630
nxHelBake1.g14548.t1	GO:0006814,GO:0005890,GO:0006813
nxHelBake1.g16842.t1	GO:0030170,GO:0019752,GO:0016830,GO:0016831,GO:0003824,GO:0006520
nxHelBake1.g17680.t1	
nxHelBake1.g11995.t1	
nxHelBake1.g18313.t2	GO:0005515
nxHelBake1.g6682.t1	GO:0030014
nxHelBake1.g2426.t1	
nxHelBake1.g12523.t1	GO:0005515,GO:0006355,GO:0005634
nxHelBake1.g8413.t1	
nxHelBake1.g7295.t1	GO:0046983
nxHelBake1.g3847.t2	
nxHelBake1.g18185.t1	GO:0003677,GO:0005524,GO:0016787,GO:0006367,GO:0003678,GO:0006289
nxHelBake1.g14411.t3	
nxHelBake1.g13401.t1	GO:0006508,GO:0004252
nxHelBake1.g15262.t1	GO:0003677
nxHelBake1.g8516.t1	
nxHelBake1.g11216.t1	GO:0042981
nxHelBake1.g5807.t5	
nxHelBake1.g17987.t1	GO:0003747,GO:0006415
nxHelBake1.g105.t1	GO:0007600,GO:0045494
nxHelBake1.g8326.t1	GO:0016301,GO:0032958
nxHelBake1.g16985.t1	
nxHelBake1.g76.t1	
nxHelBake1.g10662.t1	
nxHelBake1.g17191.t1	GO:0005737,GO:0120013,GO:0120009
nxHelBake1.g11133.t2	GO:0003676,GO:0008270
nxHelBake1.g7081.t1	GO:0016791,GO:0046856
nxHelBake1.g18991.t1	
nxHelBake1.g5173.t2	
nxHelBake1.g15699.t1	GO:0005515
nxHelBake1.g1193.t1	GO:0016021
nxHelBake1.g18093.t1	GO:0005515
nxHelBake1.g18000.t1	GO:0005509,GO:0005544
nxHelBake1.g2179.t1	
nxHelBake1.g7516.t1	GO:0016079,GO:1990504
nxHelBake1.g16616.t1	GO:0006355,GO:0005634
nxHelBake1.g19062.t1	GO:0016192,GO:0030117,GO:0006886
nxHelBake1.g17902.t1	
nxHelBake1.g18749.t1	GO:0003824,GO:0008033,GO:0050660,GO:0017150
nxHelBake1.g10883.t1	
nxHelBake1.g2632.t1	
nxHelBake1.g7183.t1	GO:0005515
nxHelBake1.g14882.t1	GO:0003677,GO:0006355
nxHelBake1.g7188.t1	
nxHelBake1.g17050.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g8604.t1	GO:0005515,GO:0005634,GO:0051028
