gene	dS	sp
Bm6320a	0.0162	bmalayi_vs_bpahangi
Bm3777	0.0221	bmalayi_vs_bpahangi
Bm5218a	0.0603	bmalayi_vs_bpahangi
Bm6837a	0.0246	bmalayi_vs_bpahangi
Bm3724a	0.0338	bmalayi_vs_bpahangi
Bm4617	0.0192	bmalayi_vs_bpahangi
Bm7849a	0.0579	bmalayi_vs_bpahangi
Bm2545	0.032	bmalayi_vs_bpahangi
Bm7127	0.0277	bmalayi_vs_bpahangi
Bm5197a	0.039	bmalayi_vs_bpahangi
Bm3484	0.0424	bmalayi_vs_bpahangi
Bm10079	0.032	bmalayi_vs_bpahangi
Bm6909	0.0235	bmalayi_vs_bpahangi
Bm2138	0.032	bmalayi_vs_bpahangi
Bm3331a	0.0339	bmalayi_vs_bpahangi
Bm5803	0.0508	bmalayi_vs_bpahangi
Bm6165	0.0796	bmalayi_vs_bpahangi
Bm7012a	0.0229	bmalayi_vs_bpahangi
Bm5271	0.0299	bmalayi_vs_bpahangi
Bm1986	0.0104	bmalayi_vs_bpahangi
Bm9897	0.0172	bmalayi_vs_bpahangi
Bm2991	0.0247	bmalayi_vs_bpahangi
Bm11486a	0.0266	bmalayi_vs_bpahangi
Bm7509	0.0686	bmalayi_vs_bpahangi
Bm6136a	0.1019	bmalayi_vs_bpahangi
Bm2355a	0.0181	bmalayi_vs_bpahangi
Bm14676a	0.0218	bmalayi_vs_bpahangi
Bm18160	0.02	bmalayi_vs_bpahangi
Bm13696	0.0275	bmalayi_vs_bpahangi
Bm6790	0.0601	bmalayi_vs_bpahangi
Bm6175b	0.0413	bmalayi_vs_bpahangi
Bm3870a	0.0472	bmalayi_vs_bpahangi
Bm4140	0.05	bmalayi_vs_bpahangi
Bm1592	0.0663	bmalayi_vs_bpahangi
Bm1718a	0.0351	bmalayi_vs_bpahangi
Bm5278b	0.0466	bmalayi_vs_bpahangi
Bm13672a	0.0179	bmalayi_vs_bpahangi
Bm3690	0.0464	bmalayi_vs_bpahangi
Bm13998	0.0292	bmalayi_vs_bpahangi
Bm3131	0.0321	bmalayi_vs_bpahangi
Bm13828	0.0231	bmalayi_vs_bpahangi
Bm4629a	0.0378	bmalayi_vs_bpahangi
Bm5370	0.037	bmalayi_vs_bpahangi
Bm5991	0.0273	bmalayi_vs_bpahangi
Bm13785	0.0168	bmalayi_vs_bpahangi
Bm14771	0.1287	bmalayi_vs_bpahangi
Bm3613a	0.0605	bmalayi_vs_bpahangi
Bm6895	0.0745	bmalayi_vs_bpahangi
Bm5512	0.1331	bmalayi_vs_bpahangi
Bm7171a	0.0285	bmalayi_vs_bpahangi
Bm10177a	0.0189	bmalayi_vs_bpahangi
Bm6815a	0.0124	bmalayi_vs_bpahangi
Bm6711	0.0629	bmalayi_vs_bpahangi
Bm2853a	0.0259	bmalayi_vs_bpahangi
Bm4766	0.023	bmalayi_vs_bpahangi
Bm6884	0.0526	bmalayi_vs_bpahangi
Bm13867	0.0232	bmalayi_vs_bpahangi
Bm5698	0.0324	bmalayi_vs_bpahangi
Bm11968	0.0285	bmalayi_vs_bpahangi
Bm10503	0.0072	bmalayi_vs_bpahangi
Bm13806	0.0272	bmalayi_vs_bpahangi
Bm6724	0.0727	bmalayi_vs_bpahangi
Bm7396a	0.0404	bmalayi_vs_bpahangi
Bm6494e	0.0333	bmalayi_vs_bpahangi
Bm3532c	0.052	bmalayi_vs_bpahangi
Bm14031	0.0205	bmalayi_vs_bpahangi
Bm5102	0.0189	bmalayi_vs_bpahangi
Bm5328	0.0289	bmalayi_vs_bpahangi
Bm6830a	0.0313	bmalayi_vs_bpahangi
Bm5139a	0.031	bmalayi_vs_bpahangi
Bm13712	0.0326	bmalayi_vs_bpahangi
Bm4378	0.0519	bmalayi_vs_bpahangi
Bm5531b	0.0302	bmalayi_vs_bpahangi
Bm6272a	0.0268	bmalayi_vs_bpahangi
Bm5362a	0.0366	bmalayi_vs_bpahangi
Bm6892a	0.02	bmalayi_vs_bpahangi
Bm3032	0.0321	bmalayi_vs_bpahangi
Bm10399	0.0155	bmalayi_vs_bpahangi
Bm9520	0.0366	bmalayi_vs_bpahangi
Bm4340a	0.056	bmalayi_vs_bpahangi
Bm6321a	0.0359	bmalayi_vs_bpahangi
Bm1923a	0.0494	bmalayi_vs_bpahangi
Bm13932	0.0247	bmalayi_vs_bpahangi
Bm9903	0.014	bmalayi_vs_bpahangi
Bm6917	0.0406	bmalayi_vs_bpahangi
Bm7170	0.0508	bmalayi_vs_bpahangi
Bm5042	0.0775	bmalayi_vs_bpahangi
Bm3680	0.0223	bmalayi_vs_bpahangi
Bm14767	0.0372	bmalayi_vs_bpahangi
Bm14320	0.0146	bmalayi_vs_bpahangi
Bm5235	0.0094	bmalayi_vs_bpahangi
Bm3030a	0.0288	bmalayi_vs_bpahangi
Bm7254	0.0299	bmalayi_vs_bpahangi
Bm3774	0.0417	bmalayi_vs_bpahangi
Bm6607	0.0624	bmalayi_vs_bpahangi
Bm3422a	0.0168	bmalayi_vs_bpahangi
Bm1725	0.0862	bmalayi_vs_bpahangi
Bm3182	0.0438	bmalayi_vs_bpahangi
Bm13796	0.0301	bmalayi_vs_bpahangi
Bm1919a	0.0168	bmalayi_vs_bpahangi
Bm4439a	0.0204	bmalayi_vs_bpahangi
Bm4516	0.0285	bmalayi_vs_bpahangi
Bm7489a	0.0208	bmalayi_vs_bpahangi
Bm2217a	0.1215	bmalayi_vs_bpahangi
Bm7064	0.0455	bmalayi_vs_bpahangi
Bm6223a	0.0187	bmalayi_vs_bpahangi
Bm3719	0.021	bmalayi_vs_bpahangi
Bm2043a	0.0289	bmalayi_vs_bpahangi
Bm2695	0.0606	bmalayi_vs_bpahangi
Bm5329	0.1139	bmalayi_vs_bpahangi
Bm2142b	0.0509	bmalayi_vs_bpahangi
Bm6517a	0.0543	bmalayi_vs_bpahangi
Bm4396a	0.0432	bmalayi_vs_bpahangi
Bm2442	0.014	bmalayi_vs_bpahangi
Bm1848	0.0439	bmalayi_vs_bpahangi
Bm2450a	0.0327	bmalayi_vs_bpahangi
Bm4513a	0.0253	bmalayi_vs_bpahangi
Bm5290	0.0091	bmalayi_vs_bpahangi
Bm18208a	0.0435	bmalayi_vs_bpahangi
Bm18202a	0.0308	bmalayi_vs_bpahangi
Bm4034a	0.0233	bmalayi_vs_bpahangi
Bm6037	0.0225	bmalayi_vs_bpahangi
Bm4520a	0.0228	bmalayi_vs_bpahangi
Bm3668a	0.0155	bmalayi_vs_bpahangi
Bm2363a	0.0322	bmalayi_vs_bpahangi
Bm5515	0.0406	bmalayi_vs_bpahangi
Bm7633	0.0363	bmalayi_vs_bpahangi
Bm11278a	0.0393	bmalayi_vs_bpahangi
Bm1674	0.0125	bmalayi_vs_bpahangi
Bm3572	0.0381	bmalayi_vs_bpahangi
Bm4944a	0.035	bmalayi_vs_bpahangi
Bm11307	0.0431	bmalayi_vs_bpahangi
Bm7617	0.0215	bmalayi_vs_bpahangi
Bm5225	0.0329	bmalayi_vs_bpahangi
Bm4978	0.0364	bmalayi_vs_bpahangi
Bm6862a	0.0158	bmalayi_vs_bpahangi
Bm6308	0.0355	bmalayi_vs_bpahangi
Bm6384	0.16	bmalayi_vs_bpahangi
Bm4026	0.0464	bmalayi_vs_bpahangi
Bm3095b	0.022	bmalayi_vs_bpahangi
Bm7480	0.0598	bmalayi_vs_bpahangi
Bm3518	0.0103	bmalayi_vs_bpahangi
Bm13687b	0.0302	bmalayi_vs_bpahangi
Bm6549a	0.0387	bmalayi_vs_bpahangi
Bm4317a	0.0935	bmalayi_vs_bpahangi
Bm6002	0.0338	bmalayi_vs_bpahangi
Bm4871a	0.0621	bmalayi_vs_bpahangi
Bm13904	0.0202	bmalayi_vs_bpahangi
Bm7636	0.0337	bmalayi_vs_bpahangi
Bm5542a	0.0313	bmalayi_vs_bpahangi
Bm13913a	0.0327	bmalayi_vs_bpahangi
Bm4715a	0.0736	bmalayi_vs_bpahangi
Bm5172	0.0237	bmalayi_vs_bpahangi
Bm3944	0.0276	bmalayi_vs_bpahangi
Bm3487a	0.0507	bmalayi_vs_bpahangi
Bm5513a	0.0432	bmalayi_vs_bpahangi
Bm5162	0.0217	bmalayi_vs_bpahangi
Bm7591	0.1348	bmalayi_vs_bpahangi
Bm2654	0.0361	bmalayi_vs_bpahangi
Bm8129	0.0401	bmalayi_vs_bpahangi
Bm6469a	0.0258	bmalayi_vs_bpahangi
Bm2998	0.0738	bmalayi_vs_bpahangi
Bm3057a	0.0406	bmalayi_vs_bpahangi
Bm2865b	0.0097	bmalayi_vs_bpahangi
Bm14086	0.0207	bmalayi_vs_bpahangi
Bm588	0.0279	bmalayi_vs_bpahangi
Bm6878a	0.0422	bmalayi_vs_bpahangi
Bm14020	0.0331	bmalayi_vs_bpahangi
Bm6981b	0.0242	bmalayi_vs_bpahangi
Bm3255a	0.041	bmalayi_vs_bpahangi
Bm11999a	0.0326	bmalayi_vs_bpahangi
Bm8215	0.0946	bmalayi_vs_bpahangi
Bm4707b	0.0286	bmalayi_vs_bpahangi
Bm5559	0.0073	bmalayi_vs_bpahangi
Bm3882	0.0253	bmalayi_vs_bpahangi
Bm2190a	0.0169	bmalayi_vs_bpahangi
Bm7568	0.0384	bmalayi_vs_bpahangi
Bm3225a	0.0137	bmalayi_vs_bpahangi
Bm13776	0.0058	bmalayi_vs_bpahangi
Bm13911	0.042	bmalayi_vs_bpahangi
Bm2848	0.0681	bmalayi_vs_bpahangi
Bm5280	0.059	bmalayi_vs_bpahangi
Bm2711	0.0833	bmalayi_vs_bpahangi
Bm6344a	0.0246	bmalayi_vs_bpahangi
Bm14021	0.0487	bmalayi_vs_bpahangi
Bm6685a	0.0369	bmalayi_vs_bpahangi
Bm6511a	0.0958	bmalayi_vs_bpahangi
Bm10749	0.0394	bmalayi_vs_bpahangi
Bm6959	0.0325	bmalayi_vs_bpahangi
Bm7599a	0.0097	bmalayi_vs_bpahangi
Bm1857	0.0912	bmalayi_vs_bpahangi
Bm2464	0.0318	bmalayi_vs_bpahangi
Bm5905	0.0497	bmalayi_vs_bpahangi
Bm5209	0.0141	bmalayi_vs_bpahangi
Bm6162a	0.0123	bmalayi_vs_bpahangi
Bm4219	0.0249	bmalayi_vs_bpahangi
Bm2281	0.033	bmalayi_vs_bpahangi
Bm5304	0.0252	bmalayi_vs_bpahangi
Bm5120	0.0293	bmalayi_vs_bpahangi
Bm7039	0.0566	bmalayi_vs_bpahangi
Bm3686	0.0512	bmalayi_vs_bpahangi
Bm2236	0.0158	bmalayi_vs_bpahangi
Bm6583a	0.0198	bmalayi_vs_bpahangi
Bm5715	0.0348	bmalayi_vs_bpahangi
Bm5723a	0.0211	bmalayi_vs_bpahangi
Bm3444a	0.0383	bmalayi_vs_bpahangi
Bm5592	0.0687	bmalayi_vs_bpahangi
Bm6855	0.0723	bmalayi_vs_bpahangi
Bm5293	0.0344	bmalayi_vs_bpahangi
Bm2806	0.0404	bmalayi_vs_bpahangi
Bm13715	0.018	bmalayi_vs_bpahangi
Bm12421	0.0372	bmalayi_vs_bpahangi
Bm3971	0.0207	bmalayi_vs_bpahangi
Bm3621a	0.0193	bmalayi_vs_bpahangi
Bm6361a	0.0324	bmalayi_vs_bpahangi
Bm7043	0.088	bmalayi_vs_bpahangi
Bm2158a	0.0212	bmalayi_vs_bpahangi
Bm6394	0.0499	bmalayi_vs_bpahangi
Bm14019	0.0277	bmalayi_vs_bpahangi
Bm2789b	0.039	bmalayi_vs_bpahangi
Bm5503	0.03	bmalayi_vs_bpahangi
Bm6869	0.0248	bmalayi_vs_bpahangi
Bm6226a	0.0282	bmalayi_vs_bpahangi
Bm7363	0.0325	bmalayi_vs_bpahangi
Bm7028	0.0372	bmalayi_vs_bpahangi
Bm4568	0.047	bmalayi_vs_bpahangi
Bm4456	0.0129	bmalayi_vs_bpahangi
Bm7230a	0.0208	bmalayi_vs_bpahangi
Bm7646a	0.0456	bmalayi_vs_bpahangi
Bm9478	0.0087	bmalayi_vs_bpahangi
Bm5675a	0.111	bmalayi_vs_bpahangi
Bm6131	0.0373	bmalayi_vs_bpahangi
Bm4159	0.0232	bmalayi_vs_bpahangi
Bm2252a	0.0211	bmalayi_vs_bpahangi
Bm5400	0.0123	bmalayi_vs_bpahangi
Bm4142a	0.049	bmalayi_vs_bpahangi
Bm2078	0.0303	bmalayi_vs_bpahangi
Bm4444	0.0276	bmalayi_vs_bpahangi
Bm9963	0.031	bmalayi_vs_bpahangi
Bm1746a	0.0344	bmalayi_vs_bpahangi
Bm10229a	0.0463	bmalayi_vs_bpahangi
Bm14076	1e-04	bmalayi_vs_bpahangi
Bm2487	0.0197	bmalayi_vs_bpahangi
Bm4931	0.0315	bmalayi_vs_bpahangi
Bm4285a	0.0398	bmalayi_vs_bpahangi
Bm2233	0.0264	bmalayi_vs_bpahangi
Bm7613	0.0329	bmalayi_vs_bpahangi
Bm7036	0.0643	bmalayi_vs_bpahangi
Bm5731	0.0489	bmalayi_vs_bpahangi
Bm5577	0.0181	bmalayi_vs_bpahangi
Bm2095	0.023	bmalayi_vs_bpahangi
Bm4690a	0.0375	bmalayi_vs_bpahangi
Bm4265a	0.0244	bmalayi_vs_bpahangi
Bm3004a	0.048	bmalayi_vs_bpahangi
Bm2291	0.0339	bmalayi_vs_bpahangi
Bm5445	0.0502	bmalayi_vs_bpahangi
Bm5818	0.0285	bmalayi_vs_bpahangi
Bm5324a	0.0287	bmalayi_vs_bpahangi
Bm4808	0.0383	bmalayi_vs_bpahangi
Bm4498	0.0078	bmalayi_vs_bpahangi
Bm2166a	0.0272	bmalayi_vs_bpahangi
Bm4244	0.0331	bmalayi_vs_bpahangi
Bm2081	0.0182	bmalayi_vs_bpahangi
Bm2771	0.0215	bmalayi_vs_bpahangi
Bm4326	0.0317	bmalayi_vs_bpahangi
Bm14009	0.0545	bmalayi_vs_bpahangi
Bm16929	0.0191	bmalayi_vs_bpahangi
Bm14003b	0.0764	bmalayi_vs_bpahangi
Bm2878	0.0978	bmalayi_vs_bpahangi
Bm2199	0.0262	bmalayi_vs_bpahangi
Bm6116	0.0244	bmalayi_vs_bpahangi
Bm7250	0.0454	bmalayi_vs_bpahangi
Bm3566a	0.0235	bmalayi_vs_bpahangi
Bm3972a	0.0288	bmalayi_vs_bpahangi
Bm3980	0.0099	bmalayi_vs_bpahangi
Bm5712a	0.0202	bmalayi_vs_bpahangi
Bm2839	0.0369	bmalayi_vs_bpahangi
Bm7109	0.0092	bmalayi_vs_bpahangi
Bm3741a	0.0164	bmalayi_vs_bpahangi
Bm3067a	0.021	bmalayi_vs_bpahangi
Bm3805	0.0237	bmalayi_vs_bpahangi
Bm3421a	0.0262	bmalayi_vs_bpahangi
Bm2569a	0.0431	bmalayi_vs_bpahangi
Bm7696a	0.0216	bmalayi_vs_bpahangi
Bm2403a	0.0277	bmalayi_vs_bpahangi
Bm3753	0.0215	bmalayi_vs_bpahangi
Bm1894b	0.0164	bmalayi_vs_bpahangi
Bm13924a	0.0616	bmalayi_vs_bpahangi
Bm3358b	0.0327	bmalayi_vs_bpahangi
Bm2083	0.0244	bmalayi_vs_bpahangi
Bm6051	0.0474	bmalayi_vs_bpahangi
Bm13678a	0.0399	bmalayi_vs_bpahangi
Bm6870	0.0425	bmalayi_vs_bpahangi
Bm5883	0.0466	bmalayi_vs_bpahangi
Bm5092	0.0371	bmalayi_vs_bpahangi
Bm3061	0.0463	bmalayi_vs_bpahangi
Bm5678a	0.0349	bmalayi_vs_bpahangi
Bm4368a	0.026	bmalayi_vs_bpahangi
Bm4276b	0.0303	bmalayi_vs_bpahangi
Bm6932	0.052	bmalayi_vs_bpahangi
Bm4254	0.0178	bmalayi_vs_bpahangi
Bm2329	0.2104	bmalayi_vs_bpahangi
Bm6679a	0.025	bmalayi_vs_bpahangi
Bm3420b	0.0222	bmalayi_vs_bpahangi
Bm13766	0.0155	bmalayi_vs_bpahangi
Bm3232	0.0542	bmalayi_vs_bpahangi
Bm2247	0.0139	bmalayi_vs_bpahangi
Bm4076	0.0372	bmalayi_vs_bpahangi
Bm5897a	0.0266	bmalayi_vs_bpahangi
Bm2167a	0.0235	bmalayi_vs_bpahangi
Bm13703a	0.0216	bmalayi_vs_bpahangi
Bm16920	0.019	bmalayi_vs_bpahangi
Bm3129	0.0076	bmalayi_vs_bpahangi
Bm2027	0.0153	bmalayi_vs_bpahangi
Bm6426	0.0107	bmalayi_vs_bpahangi
Bm5489	0.0393	bmalayi_vs_bpahangi
Bm6173	0.034	bmalayi_vs_bpahangi
Bm1842a	0.0279	bmalayi_vs_bpahangi
Bm11332	0.0238	bmalayi_vs_bpahangi
Bm1733a	0.0369	bmalayi_vs_bpahangi
Bm13915	0.0201	bmalayi_vs_bpahangi
Bm5264	0.0399	bmalayi_vs_bpahangi
Bm6214	0	bmalayi_vs_bpahangi
Bm7255c	0.0259	bmalayi_vs_bpahangi
Bm7280	0.0401	bmalayi_vs_bpahangi
Bm2187	0.0253	bmalayi_vs_bpahangi
Bm7174	0.0206	bmalayi_vs_bpahangi
Bm5349a	0.0158	bmalayi_vs_bpahangi
Bm5051	0.0353	bmalayi_vs_bpahangi
Bm5176	0.0347	bmalayi_vs_bpahangi
Bm4297a	0.0432	bmalayi_vs_bpahangi
Bm13914	0.0324	bmalayi_vs_bpahangi
Bm2589a	0.0314	bmalayi_vs_bpahangi
Bm13985	0.0264	bmalayi_vs_bpahangi
Bm2932	0.0582	bmalayi_vs_bpahangi
Bm6200a	0.0543	bmalayi_vs_bpahangi
Bm2912b	0.0228	bmalayi_vs_bpahangi
Bm4814a	0.0194	bmalayi_vs_bpahangi
Bm7357	0.0277	bmalayi_vs_bpahangi
Bm6387b	0.038	bmalayi_vs_bpahangi
Bm18211	0.0351	bmalayi_vs_bpahangi
Bm2791	0.1139	bmalayi_vs_bpahangi
Bm13688	0.0237	bmalayi_vs_bpahangi
Bm13758	0.0196	bmalayi_vs_bpahangi
Bm2424	0.0263	bmalayi_vs_bpahangi
Bm2486b	0.0211	bmalayi_vs_bpahangi
Bm13996	0.0584	bmalayi_vs_bpahangi
Bm5880	0.0368	bmalayi_vs_bpahangi
Bm12060	0.051	bmalayi_vs_bpahangi
Bm5206	0.0168	bmalayi_vs_bpahangi
Bm6311a	0.0166	bmalayi_vs_bpahangi
Bm6217	0.0291	bmalayi_vs_bpahangi
Bm6224a	0.0262	bmalayi_vs_bpahangi
Bm5103a	0.1474	bmalayi_vs_bpahangi
Bm2843	0.0216	bmalayi_vs_bpahangi
Bm5378a	0.0654	bmalayi_vs_bpahangi
Bm6029	0.1793	bmalayi_vs_bpahangi
Bm5294	0.0217	bmalayi_vs_bpahangi
Bm4290	0.0234	bmalayi_vs_bpahangi
Bm7044	0.015	bmalayi_vs_bpahangi
Bm2705a	0.0149	bmalayi_vs_bpahangi
Bm1855	0.0354	bmalayi_vs_bpahangi
Bm14055	0.042	bmalayi_vs_bpahangi
Bm1462	0.0225	bmalayi_vs_bpahangi
Bm4627	0.0229	bmalayi_vs_bpahangi
Bm14071	0.0274	bmalayi_vs_bpahangi
Bm6803	0.0246	bmalayi_vs_bpahangi
Bm5674	0.0092	bmalayi_vs_bpahangi
Bm12828a	0.0663	bmalayi_vs_bpahangi
Bm4366	0.0258	bmalayi_vs_bpahangi
Bm12565	0.0263	bmalayi_vs_bpahangi
Bm10323	0.0501	bmalayi_vs_bpahangi
Bm6720	0.0322	bmalayi_vs_bpahangi
Bm9823	0.0247	bmalayi_vs_bpahangi
Bm13854b	0.0293	bmalayi_vs_bpahangi
Bm5107a	0.0363	bmalayi_vs_bpahangi
Bm4993	0.0947	bmalayi_vs_bpahangi
Bm2391	0.0205	bmalayi_vs_bpahangi
Bm5532	0.0477	bmalayi_vs_bpahangi
Bm12000a	0.0816	bmalayi_vs_bpahangi
Bm7482	0.0751	bmalayi_vs_bpahangi
Bm5282a	0.0209	bmalayi_vs_bpahangi
Bm5222	0.0366	bmalayi_vs_bpahangi
Bm7275	0.0358	bmalayi_vs_bpahangi
Bm7388	0.0427	bmalayi_vs_bpahangi
Bm6783	0.0794	bmalayi_vs_bpahangi
Bm13781a	0.0182	bmalayi_vs_bpahangi
Bm2466a	0.0561	bmalayi_vs_bpahangi
Bm3850	0.0254	bmalayi_vs_bpahangi
Bm3252	0.0429	bmalayi_vs_bpahangi
Bm3669	0.0345	bmalayi_vs_bpahangi
Bm13738	0.0359	bmalayi_vs_bpahangi
Bm13704a	0.052	bmalayi_vs_bpahangi
Bm4153	0.0412	bmalayi_vs_bpahangi
Bm13680	0.0256	bmalayi_vs_bpahangi
Bm7614	0.0941	bmalayi_vs_bpahangi
Bm3813	0.0266	bmalayi_vs_bpahangi
Bm7333b	0.0186	bmalayi_vs_bpahangi
Bm5888	0.0139	bmalayi_vs_bpahangi
Bm4825a	0.0169	bmalayi_vs_bpahangi
Bm7142	0.0224	bmalayi_vs_bpahangi
Bm4403	0.0254	bmalayi_vs_bpahangi
Bm6915	0.0304	bmalayi_vs_bpahangi
Bm4547	0.0852	bmalayi_vs_bpahangi
Bm3102a	0.0408	bmalayi_vs_bpahangi
Bm6178	0.0246	bmalayi_vs_bpahangi
Bm3537	0.0708	bmalayi_vs_bpahangi
Bm5248a	0.0524	bmalayi_vs_bpahangi
Bm7277a	0.0431	bmalayi_vs_bpahangi
Bm5360b	0.0287	bmalayi_vs_bpahangi
Bm5232	0.0235	bmalayi_vs_bpahangi
Bm3672	0.0319	bmalayi_vs_bpahangi
Bm6529a	0.0627	bmalayi_vs_bpahangi
Bm7218	0.0256	bmalayi_vs_bpahangi
Bm5406a	0.0242	bmalayi_vs_bpahangi
Bm5455	0.0198	bmalayi_vs_bpahangi
Bm3934	0.0354	bmalayi_vs_bpahangi
Bm6306	0.0229	bmalayi_vs_bpahangi
Bm6851a	0.0313	bmalayi_vs_bpahangi
Bm5003b	0.0226	bmalayi_vs_bpahangi
Bm13963	0.0408	bmalayi_vs_bpahangi
Bm6976a	0.0267	bmalayi_vs_bpahangi
Bm3228a	0.0261	bmalayi_vs_bpahangi
Bm5943	0.039	bmalayi_vs_bpahangi
Bm13988a	0.0226	bmalayi_vs_bpahangi
Bm4910	0.0079	bmalayi_vs_bpahangi
Bm6726	0.0325	bmalayi_vs_bpahangi
Bm3769	0.0779	bmalayi_vs_bpahangi
Bm3771	0.0296	bmalayi_vs_bpahangi
Bm2102b	0.191	bmalayi_vs_bpahangi
Bm1821a	0.0303	bmalayi_vs_bpahangi
Bm11257	0.0376	bmalayi_vs_bpahangi
Bm7573	0.0576	bmalayi_vs_bpahangi
Bm5039a	0.0341	bmalayi_vs_bpahangi
Bm3477	0.0403	bmalayi_vs_bpahangi
Bm13751	0.0267	bmalayi_vs_bpahangi
Bm3205b	0.036	bmalayi_vs_bpahangi
Bm9977	0.0873	bmalayi_vs_bpahangi
Bm13878	0.018	bmalayi_vs_bpahangi
Bm1996	0.0458	bmalayi_vs_bpahangi
Bm6778b	0.0533	bmalayi_vs_bpahangi
Bm7430	0.0562	bmalayi_vs_bpahangi
Bm5052a	0.0199	bmalayi_vs_bpahangi
Bm3391a	0.0305	bmalayi_vs_bpahangi
Bm4606a	0.0303	bmalayi_vs_bpahangi
Bm4053	1e-04	bmalayi_vs_bpahangi
Bm5527	0.0474	bmalayi_vs_bpahangi
Bm3674a	0.0538	bmalayi_vs_bpahangi
Bm6850	0.0602	bmalayi_vs_bpahangi
Bm12042	0.0473	bmalayi_vs_bpahangi
Bm13658	0.0502	bmalayi_vs_bpahangi
Bm4348a	0.0354	bmalayi_vs_bpahangi
Bm3687	0.0498	bmalayi_vs_bpahangi
Bm2262a	0.0296	bmalayi_vs_bpahangi
Bm4706	0.0261	bmalayi_vs_bpahangi
Bm6543a	0.0126	bmalayi_vs_bpahangi
Bm6573b	0.0243	bmalayi_vs_bpahangi
Bm14046	0.0589	bmalayi_vs_bpahangi
Bm5399b	0.0607	bmalayi_vs_bpahangi
Bm3184	0.0283	bmalayi_vs_bpahangi
Bm11500	0.0278	bmalayi_vs_bpahangi
Bm5442a	0.0451	bmalayi_vs_bpahangi
Bm3369a	0.0778	bmalayi_vs_bpahangi
Bm7872	0.0343	bmalayi_vs_bpahangi
Bm3015	0.0154	bmalayi_vs_bpahangi
Bm5561	0.0257	bmalayi_vs_bpahangi
Bm6933	0.0462	bmalayi_vs_bpahangi
Bm14012	0.0216	bmalayi_vs_bpahangi
Bm4309	0.0306	bmalayi_vs_bpahangi
Bm2649	0.0367	bmalayi_vs_bpahangi
Bm3029	0.025	bmalayi_vs_bpahangi
Bm7417	0.0309	bmalayi_vs_bpahangi
Bm13750a	0.0353	bmalayi_vs_bpahangi
Bm3127a	0.0167	bmalayi_vs_bpahangi
Bm5547	0.0246	bmalayi_vs_bpahangi
Bm7659a	0.0412	bmalayi_vs_bpahangi
Bm3426	0.0271	bmalayi_vs_bpahangi
Bm3200a	0.0598	bmalayi_vs_bpahangi
Bm7253	0.0432	bmalayi_vs_bpahangi
Bm3696	0.0484	bmalayi_vs_bpahangi
Bm6624b	0.0288	bmalayi_vs_bpahangi
Bm6866a	0.0269	bmalayi_vs_bpahangi
Bm2532b	0.0196	bmalayi_vs_bpahangi
Bm9875a	0.0326	bmalayi_vs_bpahangi
Bm13675	0.0162	bmalayi_vs_bpahangi
Bm1917a	0.0063	bmalayi_vs_bpahangi
Bm13951a	0.0257	bmalayi_vs_bpahangi
Bm3167a	0.0236	bmalayi_vs_bpahangi
Bm5071	0.0335	bmalayi_vs_bpahangi
Bm3924d	0.0169	bmalayi_vs_bpahangi
Bm5554	0.0193	bmalayi_vs_bpahangi
Bm1838a	0.0335	bmalayi_vs_bpahangi
Bm2954	0.1377	bmalayi_vs_bpahangi
Bm4347	0.0156	bmalayi_vs_bpahangi
Bm3101a	0.0709	bmalayi_vs_bpahangi
Bm14050a	0.008	bmalayi_vs_bpahangi
Bm5579a	0.0263	bmalayi_vs_bpahangi
Bm5777	0.0309	bmalayi_vs_bpahangi
Bm3781	0.0077	bmalayi_vs_bpahangi
Bm6789	0.0181	bmalayi_vs_bpahangi
Bm4982	0.0243	bmalayi_vs_bpahangi
Bm6826a	0.0126	bmalayi_vs_bpahangi
Bm13686	0.0342	bmalayi_vs_bpahangi
Bm6151a	0.0283	bmalayi_vs_bpahangi
Bm7237a	0.0137	bmalayi_vs_bpahangi
Bm1695a	0.0438	bmalayi_vs_bpahangi
Bm5958	0.0277	bmalayi_vs_bpahangi
Bm6758	0.0254	bmalayi_vs_bpahangi
Bm6936	0.0221	bmalayi_vs_bpahangi
Bm3155	0.0314	bmalayi_vs_bpahangi
Bm8092a	0.0449	bmalayi_vs_bpahangi
Bm1932	0.044	bmalayi_vs_bpahangi
Bm5479	0.0552	bmalayi_vs_bpahangi
Bm3646a	0.0499	bmalayi_vs_bpahangi
Bm2955	0.0238	bmalayi_vs_bpahangi
Bm6009	0.0272	bmalayi_vs_bpahangi
Bm14000	0.014	bmalayi_vs_bpahangi
Bm5926a	0.0202	bmalayi_vs_bpahangi
Bm13897	0.0202	bmalayi_vs_bpahangi
Bm3181a	0.0395	bmalayi_vs_bpahangi
Bm4824	0.0231	bmalayi_vs_bpahangi
Bm6589	0.0602	bmalayi_vs_bpahangi
Bm4386b	0.0286	bmalayi_vs_bpahangi
Bm3033	0.0306	bmalayi_vs_bpahangi
Bm4181	0.0212	bmalayi_vs_bpahangi
Bm2278	0.0616	bmalayi_vs_bpahangi
Bm2437b	0.0367	bmalayi_vs_bpahangi
Bm6005b	0.0234	bmalayi_vs_bpahangi
Bm4147	0.021	bmalayi_vs_bpahangi
Bm2642	0.0175	bmalayi_vs_bpahangi
Bm9053	0.0564	bmalayi_vs_bpahangi
Bm4610a	0.0292	bmalayi_vs_bpahangi
